Youth,Label,Date,Filename,Status
DakotaJohnson,GT,2024-06-25,DakotaJohnson GT 2024-06-25.docx,valid
DakotaJohnson,GT,2024-07-02,DakotaJohnson GT 2024-07-02.docx,valid
DakotaJohnson,GT,2024-07-05,DakotaJohnson GT 2024-07-05.docx,valid
DakotaJohnson,GT,2024-07-07,DakotaJohnson GT 2024-07-07.docx,valid
DakotaJohnson,GT,2024-07-14,DakotaJohnson GT 2024-07-14.docx,valid
DakotaJohnson,GT,2024-07-15,DakotaJohnson GT 2024-07-15.docx,valid
DakotaJohnson,GT,2024-07-09,DakotaJohnson GT 2024-07-09.pdf,misnamed
DakotaJohnson,GT,2024-07-16,DakotaJohnson GT 2024-07-16.docx,valid
DakotaJohnson,GT,2024-07-21,DakotaJohnson GT 2024-07-21.docx,valid
DakotaJohnson,GT,2024-07-20,DakotaJohnson GT 2024-07-20.docx,valid
DakotaJohnson,GT,2024-07-29,DakotaJohnson GT 2024-07-29.docx,valid
DakotaJohnson,GT,2024-07-23,DakotaJohnson GT 2024-07-23.docx,valid
DakotaJohnson,GT,2024-07-28,DakotaJohnson GT 2024-07-28.docx,valid
DakotaJohnson,GT,2024-07-30,DakotaJohnson GT 2024-07-30.docx,valid
DakotaJohnson,GT,2024-08-01,DakotaJohnson GT 2024-08-01.docx,valid
DakotaJohnson,GT,2024-08-03,DakotaJohnson GT 2024-08-03.docx,valid
DakotaJohnson,GT,2024-08-07,DakotaJohnson GT 2024-08-07.docx,valid
DakotaJohnson,GT,2024-08-06,DakotaJohnson GT 2024-08-06.docx,valid
DakotaJohnson,GT,2024-08-09,DakotaJohnson GT 2024-08-09.docx,valid
DakotaJohnson,GT,2024-08-16,DakotaJohnson GT 2024-08-16.docx,valid
DakotaJohnson,GT,2024-08-18,DakotaJohnson GT 2024-08-18.docx,valid
DakotaJohnson,GT,2024-08-14,DakotaJohnson GT 2024-08-14.docx,valid
DakotaJohnson,GT,2024-08-25,DakotaJohnson GT 2024-08-25.docx,valid
DakotaJohnson,GT,2024-08-23,DakotaJohnson GT 2024-08-23.docx,valid
DakotaJohnson,GT,2024-08-26,DakotaJohnson GT 2024-08-26.docx,valid
DakotaJohnson,GT,2024-08-30,DakotaJohnson GT 2024-08-30.docx,valid
DakotaJohnson,GT,2024-08-27,DakotaJohnson GT 2024-08-27.docx,valid
DakotaJohnson,GT,2024-08-31,DakotaJohnson GT 2024-08-31.docx,valid
DakotaJohnson,GT,2024-09-04,DakotaJohnson GT 2024-09-04.docx,valid
DakotaJohnson,GT,2024-09-06,DakotaJohnson GT 2024-09-06.docx,valid
DakotaJohnson,GT,2024-09-05,DakotaJohnson GT 2024-09-05.docx,valid
DakotaJohnson,GT,2024-09-13,DakotaJohnson GT 2024-09-13.docx,valid
DakotaJohnson,GT,2024-09-10,DakotaJohnson GT 2024-09-10.docx,valid
DakotaJohnson,GT,2024-09-16,DakotaJohnson GT 2024-09-16.docx,valid
DakotaJohnson,GT,2024-09-22,DakotaJohnson GT 2024-09-22.docx,valid
DakotaJohnson,GT,2024-09-18,DakotaJohnson GT 2024-09-18.docx,valid
DakotaJohnson,GT,2024-09-20,DakotaJohnson GT 2024-09-20.docx,valid
DakotaJohnson,GT,2024-09-28,DakotaJohnsonGT2024-09-28.docx,misnamed
DakotaJohnson,GT,2024-09-25,DakotaJohnson GT 2024-09-25.docx,valid
DakotaJohnson,GT,2024-09-27,DakotaJohnson GT 2024-09-27.docx,valid
DakotaJohnson,GT,2024-10-06,DakotaJohnson GT 2024-10-06.docx,valid
DakotaJohnson,GT,2024-10-05,DakotaJohnson GT 2024-10-05.docx,valid
DakotaJohnson,GT,2024-10-02,DakotaJohnson GT 2024-10-02.docx,valid
DakotaJohnson,GT,2024-10-14,DakotaJohnson GT 2024-10-14.docx,valid
DakotaJohnson,GT,2024-10-08,DakotaJohnson GT 2024-10-08.docx,valid
DakotaJohnson,GT,2024-10-10,DakotaJohnson GT 2024-10-10.docx,valid
DakotaJohnson,GT,2024-10-21,DakotaJohnson GT 2024-10-21.docx,valid
DakotaJohnson,GT,2024-10-16,DakotaJohnson GT 2024-10-16.docx,valid
DakotaJohnson,GT,2024-10-20,DakotaJohnson GT 2024-10-20.docx,valid
DakotaJohnson,GT,2024-10-27,DakotaJohnson GT 2024-10-27.docx,valid
DakotaJohnson,GT,2024-10-25,DakotaJohnson GT 2024-10-25.docx,valid
DakotaJohnson,GT,2024-10-24,DakotaJohnson GT 2024-10-24.docx,valid
DakotaJohnson,GT,2024-11-04,DakotaJohnson GT 2024-11-04.docx,valid
DakotaJohnson,GT,2024-10-31,DakotaJohnson GT 2024-10-31.docx,valid
DakotaJohnson,GT,2024-10-30,DakotaJohnson GT 2024-10-30.docx,valid
DakotaJohnson,GT,2024-11-10,DakotaJohnson GT 2024-11-10.docx,valid
DakotaJohnson,GT,2024-11-06,DakotaJohnson GT 2024-11-06.docx,valid
DakotaJohnson,GT,2024-11-05,DakotaJohnson GT 2024-11-05.docx,valid
DakotaJohnson,GT,2024-11-12,DakotaJohnson GT 2024-11-12.docx,valid
DakotaJohnson,GT,2024-11-14,DakotaJohnson GT 2024-11-14.docx,valid
DakotaJohnson,GT,2024-11-18,DakotaJohnson GT 2024-11-18.docx,valid
DakotaJohnson,GT,2024-11-21,DakotaJohnson GT 2024-11-21.docx,valid
DakotaJohnson,GT,2024-11-20,DakotaJohnson GT 2024-11-20.docx,valid
DakotaJohnson,GT,2024-11-23,DakotaJohnson GT 2024-11-23.docx,valid
DakotaJohnson,GT,2024-11-29,DakotaJohnson GT 2024-11-29.docx,valid
DakotaJohnson,GT,2024-11-26,DakotaJohnson GT 2024-11-26.pdf,misnamed
DakotaJohnson,GT,2024-11-27,DakotaJohnson GT 2024-11-27.docx,valid
DakotaJohnson,GT,2024-12-08,DakotaJohnson GT 2024-12-08.docx,valid
DakotaJohnson,GT,2024-12-05,DakotaJohnson GT 2024-12-05.docx,valid
DakotaJohnson,GT,2024-12-07,DakotaJohnson GT 2024-12-07.docx,valid
DakotaJohnson,GT,2024-12-12,DakotaJohnson GT 2024-12-12.docx,valid
DakotaJohnson,GT,2024-12-10,DakotaJohnson GT 2024-12-10.docx,valid
DakotaJohnson,GT,2024-12-13,GT DakotaJohnson 2024-12-13.docx,misnamed
DakotaJohnson,GT,2024-12-22,DakotaJohnson GT 2024-12-22.docx,valid
DakotaJohnson,GT,2024-12-23,DakotaJohnson GT 2024-12-23.docx,valid
DakotaJohnson,GT,2024-12-18,DakotaJohnson GT 2024-12-18.docx,valid
DakotaJohnson,GT,2024-12-30,DakotaJohnson GT 2024-12-30.docx,valid
DakotaJohnson,GT,2024-12-27,DakotaJohnson GT 2024-12-27.docx,valid
DakotaJohnson,GT,2024-12-29,DakotaJohnson GT 2024-12-29.docx,valid
DakotaJohnson,GT,2025-01-06,DakotaJohnson GT 2025-01-06.docx,valid
DakotaJohnson,GT,2025-01-05,DakotaJohnson GT 2025-01-05.docx,valid
DakotaJohnson,GT,2025-01-03,DakotaJohnson GT 2025-01-03.docx,valid
KendallClark,GT,2024-02-07,KendallClark GT 2024-02-07.docx,valid
KendallClark,GT,2024-02-09,KendallClark GT 2024-02-09.docx,valid
KendallClark,GT,2024-02-16,KendallClark GT 2024-02-16.docx,valid
KendallClark,GT,2024-02-12,KendallClark GT 2024-02-12.docx,valid
KendallClark,GT,2024-02-18,KendallClark GT 2024-02-18.docx,valid
KendallClark,GT,2024-02-20,KendallClark GT 2024-02-20.docx,valid
KendallClark,GT,2024-02-29,KendallClark GT 2024-02-29.docx,valid
KendallClark,GT,2024-02-27,KendallClark GT 2024-02-27.docx,valid
KendallClark,GT,2024-03-07,KendallClark GT 2024-03-07.docx,valid
KendallClark,GT,2024-03-06,KendallClark GT 2024-03-06.docx,valid
KendallClark,GT,2024-03-16,KendallClark GT 2024-03-16.docx,valid
KendallClark,GT,2024-03-10,,skipped
KendallClark,GT,2024-03-23,KendallClark GT 2024-03-23.docx,valid
KendallClark,GT,2024-03-22,KendallClark GT 2024-03-22.docx,valid
KendallClark,GT,2024-03-24,KendallClark GT 2024-03-24.docx,valid
KendallClark,GT,2024-03-28,KendallClark GT 2024-03-28.docx,valid
KendallClark,GT,2024-04-06,KendallClark GT 2024-04-06.docx,valid
KendallClark,GT,2024-04-03,KendallClark GT 2024-04-03.docx,valid
KendallClark,GT,2024-04-10,KendallClark GT 2024-04-10.docx,valid
KendallClark,GT,2024-04-11,KendallClark GT 2024-04-11.docx,valid
KendallClark,GT,2024-04-16,KendallClark GT 2024-04-16.docx,valid
KendallClark,GT,2024-04-14,KendallClark GT 2024-04-14.docx,valid
KendallClark,GT,2024-04-21,KendallClark GT 2024-04-21.docx,valid
KendallClark,GT,2024-04-24,KendallClark GT 2024-04-24.docx,valid
KendallClark,GT,2024-05-01,KendallClark GT 2024-05-01.docx,valid
KendallClark,GT,2024-04-30,KendallClark GT 2024-04-30.docx,valid
KendallClark,GT,2024-05-11,KendallClark GT 2024-05-11.docx,valid
KendallClark,GT,2024-05-05,KendallClark GT 2024-05-05.docx,valid
KendallClark,GT,2024-05-12,KendallClark GT 2024-05-12.docx,valid
KendallClark,GT,2024-05-18,KendallClark GT 2024-05-18.docx,valid
KendallClark,GT,2024-05-23,KendallClark GT 2024-05-23.docx,valid
KendallClark,GT,2024-05-25,KendallClark GT 2024-05-25.docx,valid
KendallClark,GT,2024-05-28,KendallClark GT 2024-05-28.docx,valid
KendallClark,GT,2024-05-29,KendallClark GT 2024-05-29.docx,valid
KendallClark,GT,2024-06-06,KendallClark GT 2024-06-06.docx,valid
KendallClark,GT,2024-06-04,KendallClark GT 2024-06-04.docx,valid
KendallClark,GT,2024-06-12,KendallClark GT 2024-06-12.docx,valid
KendallClark,GT,2024-06-10,GT KendallClark 2024-06-10.docx,misnamed
KendallClark,GT,2024-06-21,KendallClark GT 2024-06-21.docx,valid
KendallClark,GT,2024-06-22,KendallClark GT 2024-06-22.docx,valid
KendallClark,GT,2024-06-28,KendallClark GT 2024-06-28.docx,valid
KendallClark,GT,2024-06-29,KendallClark GT 2024-06-29.docx,valid
KendallClark,GT,2024-07-01,KendallClark GT 2024-07-01.docx,valid
KendallClark,GT,2024-07-03,KendallClark GT 2024-07-03.docx,valid
KendallClark,GT,2024-07-13,KendallClark GT 2024-07-13.docx,valid
KendallClark,GT,2024-07-10,KendallClark GT 2024-07-10.docx,valid
KendallClark,GT,2024-07-17,KendallClark GT 2024-07-17.docx,valid
KendallClark,GT,2024-07-20,KendallClark GT 2024-07-20.docx,valid
KendallClark,GT,2024-07-24,KendallClark GT 2024-07-24.docx,valid
KendallClark,GT,2024-07-25,KendallClark GT 2024-07-25.docx,valid
KendallClark,GT,2024-07-30,KendallClark GT 2024-07-30.docx,valid
KendallClark,GT,2024-07-31,KendallClark GT 2024-07-31.docx,valid
KendallClark,GT,2024-08-06,KendallClark GT 2024-08-06.docx,valid
KendallClark,GT,2024-08-05,KendallClark GT 2024-08-05.docx,valid
KendallClark,GT,2024-08-13,KendallClark GT 2024-08-13.docx,valid
KendallClark,GT,2024-08-15,KendallClark GT 2024-08-15.docx,valid
KendallClark,GT,2024-08-22,KendallClark GT 2024-08-22.docx,valid
KendallClark,GT,2024-08-21,KendallClark GT 2024-08-21.docx,valid
KendallClark,GT,2024-08-30,KendallClark GT 2024-08-30.pdf,misnamed
KendallClark,GT,2024-08-27,KendallClark GT 2024-08-27.docx,valid
KendallClark,GT,2024-09-07,KendallClark GT 2024-09-07.docx,valid
KendallClark,GT,2024-09-05,KendallClark GT 2024-09-05.docx,valid
KendallClark,GT,2024-09-09,GT KendallClark 2024-09-09.docx,misnamed
KendallClark,GT,2024-09-14,KendallClark GT 2024-09-14.docx,valid
KendallClark,GT,2024-09-18,KendallClark GT 2024-09-18.docx,valid
KendallClark,GT,2024-09-16,KendallClark GT 2024-09-16.docx,valid
KendallClark,GT,2024-09-26,KendallClark GT 2024-09-26.docx,valid
KendallClark,GT,2024-09-28,KendallClark GT 2024-09-28.docx,valid
KendallClark,GT,2024-10-02,,skipped
KendallClark,GT,2024-09-30,KendallClark GT 2024-09-30.docx,valid
KendallClark,GT,2024-10-08,KendallClark GT 2024-10-08.docx,valid
KendallClark,GT,2024-10-06,KendallClark GT 2024-10-06.docx,valid
KendallClark,GT,2024-10-17,KendallClark GT 2024-10-17.docx,valid
KendallClark,GT,2024-10-18,KendallClark GT 2024-10-18.docx,valid
KendallClark,GT,2024-10-25,KendallClark GT 2024-10-25.docx,valid
KendallClark,GT,2024-10-20,KendallClark GT 2024-10-20.docx,valid
KendallClark,GT,2024-10-28,KendallClark GT 2024-10-28.docx,valid
KendallClark,GT,2024-10-27,KendallClarkGT2024-10-27.docx,misnamed
KendallClark,GT,2024-11-04,KendallClark GT 2024-11-04.docx,valid
KendallClark,GT,2024-11-06,KendallClark GT 2024-11-06.docx,valid
KendallClark,GT,2024-11-10,KendallClark GT 2024-11-10.docx,valid
KendallClark,GT,2024-11-11,KendallClarkGT2024-11-11.docx,misnamed
KendallClark,GT,2024-11-22,KendallClark GT 2024-11-22.docx,valid
KendallClark,GT,2024-11-18,KendallClark GT 2024-11-18.docx,valid
KendallClark,GT,2024-11-24,KendallClark GT 2024-11-24.docx,valid
KendallClark,GT,2024-11-27,KendallClark GT 2024-11-27.docx,valid
KendallClark,GT,2024-12-04,KendallClark GT 2024-12-04.docx,valid
KendallClark,GT,2024-12-05,KendallClark GT 2024-12-05.docx,valid
KendallClark,GT,2024-12-12,KendallClark GT 2024-12-12.docx,valid
KendallClark,GT,2024-12-08,KendallClark GT 2024-12-08.pdf,misnamed
KendallClark,GT,2024-12-15,KendallClark GT 2024-12-15.docx,valid
KendallClark,GT,2024-12-19,KendallClark GT 2024-12-19.docx,valid
KendallClark,GT,2024-12-23,GT KendallClark 2024-12-23.docx,misnamed
KendallClark,GT,2024-12-24,KendallClark GT 2024-12-24.docx,valid
KendallClark,GT,2025-01-02,KendallClark GT 2025-01-02.docx,valid
KendallClark,GT,2025-01-01,KendallClark GT 2025-01-01.docx,valid
DakotaSmith,GT,2024-02-28,DakotaSmith GT 2024-02-28.docx,valid
DakotaSmith,GT,2024-02-26,DakotaSmith GT 2024-02-26.docx,valid
DakotaSmith,GT,2024-03-08,DakotaSmith GT 2024-03-08.docx,valid
DakotaSmith,GT,2024-03-05,DakotaSmith GT 2024-03-05.docx,valid
DakotaSmith,GT,2024-03-12,DakotaSmith GT 2024-03-12.docx,valid
DakotaSmith,GT,2024-03-15,DakotaSmithGT2024-03-15.docx,misnamed
DakotaSmith,GT,2024-03-19,DakotaSmith GT 2024-03-19.docx,valid
DakotaSmith,GT,2024-03-18,DakotaSmith GT 2024-03-18.docx,valid
DakotaSmith,GT,2024-03-31,DakotaSmith GT 2024-03-31.docx,valid
DakotaSmith,GT,2024-03-28,DakotaSmith GT 2024-03-28.docx,valid
DakotaSmith,GT,2024-04-01,DakotaSmith GT 2024-04-01.docx,valid
DakotaSmith,GT,2024-04-04,DakotaSmith GT 2024-04-04.docx,valid
DakotaSmith,GT,2024-04-14,DakotaSmith GT 2024-04-14.docx,valid
DakotaSmith,GT,2024-04-10,DakotaSmithGT2024-04-10.docx,misnamed
DakotaSmith,GT,2024-04-17,DakotaSmith GT 2024-04-17.docx,valid
DakotaSmith,GT,2024-04-20,DakotaSmith GT 2024-04-20.docx,valid
DakotaSmith,GT,2024-04-27,DakotaSmith GT 2024-04-27.docx,valid
DakotaSmith,GT,2024-04-24,DakotaSmith GT 2024-04-24.docx,valid
DakotaSmith,GT,2024-05-03,,skipped
DakotaSmith,GT,2024-05-01,DakotaSmith GT 2024-05-01.docx,valid
DakotaSmith,GT,2024-05-06,DakotaSmith GT 2024-05-06.docx,valid
DakotaSmith,GT,2024-05-11,DakotaSmith GT 2024-05-11.docx,valid
DakotaSmith,GT,2024-05-15,DakotaSmith GT 2024-05-15.docx,valid
DakotaSmith,GT,2024-05-17,DakotaSmith GT 2024-05-17.docx,valid
DakotaSmith,GT,2024-05-26,DakotaSmith GT 2024-05-26.docx,valid
DakotaSmith,GT,2024-05-20,DakotaSmith GT 2024-05-20.docx,valid
DakotaSmith,GT,2024-06-02,DakotaSmith GT 2024-06-02.docx,valid
DakotaSmith,GT,2024-05-28,DakotaSmith GT 2024-05-28.docx,valid
DakotaSmith,GT,2024-06-04,DakotaSmith GT 2024-06-04.docx,valid
DakotaSmith,GT,2024-06-08,DakotaSmith GT 2024-06-08.docx,valid
DakotaSmith,GT,2024-06-15,DakotaSmith GT 2024-06-15.docx,valid
DakotaSmith,GT,2024-06-12,DakotaSmith GT 2024-06-12.docx,valid
DakotaSmith,GT,2024-06-18,DakotaSmith GT 2024-06-18.docx,valid
DakotaSmith,GT,2024-06-21,DakotaSmith GT 2024-06-21.docx,valid
DakotaSmith,GT,2024-06-28,DakotaSmith GT 2024-06-28.docx,valid
DakotaSmith,GT,2024-06-29,DakotaSmith GT 2024-06-29.docx,valid
DakotaSmith,GT,2024-07-05,,skipped
DakotaSmith,GT,2024-07-01,DakotaSmith GT 2024-07-01.docx,valid
DakotaSmith,GT,2024-07-13,DakotaSmith GT 2024-07-13.docx,valid
DakotaSmith,GT,2024-07-14,DakotaSmith GT 2024-07-14.docx,valid
DakotaSmith,GT,2024-07-18,DakotaSmith GT 2024-07-18.docx,valid
DakotaSmith,GT,2024-07-15,,skipped
DakotaSmith,GT,2024-07-23,DakotaSmith GT 2024-07-23.docx,valid
DakotaSmith,GT,2024-07-28,DakotaSmith GT 2024-07-28.docx,valid
DakotaSmith,GT,2024-08-01,DakotaSmith GT 2024-08-01.docx,valid
DakotaSmith,GT,2024-07-29,DakotaSmith GT 2024-07-29.docx,valid
DakotaSmith,GT,2024-08-08,DakotaSmith GT 2024-08-08.pdf,misnamed
DakotaSmith,GT,2024-08-05,DakotaSmith GT 2024-08-05.docx,valid
DakotaSmith,GT,2024-08-14,DakotaSmith GT 2024-08-14.docx,valid
DakotaSmith,GT,2024-08-18,DakotaSmith GT 2024-08-18.docx,valid
DakotaSmith,GT,2024-08-24,DakotaSmith GT 2024-08-24.docx,valid
DakotaSmith,GT,2024-08-21,DakotaSmith GT 2024-08-21.docx,valid
DakotaSmith,GT,2024-08-31,DakotaSmith GT 2024-08-31.docx,valid
DakotaSmith,GT,2024-08-30,DakotaSmith GT 2024-08-30.docx,valid
DakotaSmith,GT,2024-09-08,DakotaSmith GT 2024-09-08.docx,valid
DakotaSmith,GT,2024-09-05,DakotaSmith GT 2024-09-05.docx,valid
DakotaSmith,GT,2024-09-15,DakotaSmith GT 2024-09-15.docx,valid
DakotaSmith,GT,2024-09-13,DakotaSmith GT 2024-09-13.docx,valid
DakotaSmith,GT,2024-09-21,DakotaSmith GT 2024-09-21.docx,valid
DakotaSmith,GT,2024-09-16,DakotaSmith GT 2024-09-16.docx,valid
DakotaSmith,GT,2024-09-28,DakotaSmith GT 2024-09-28.docx,valid
DakotaSmith,GT,2024-09-24,DakotaSmith GT 2024-09-24.docx,valid
DakotaSmith,GT,2024-09-30,DakotaSmith GT 2024-09-30.docx,valid
DakotaSmith,GT,2024-10-04,DakotaSmith GT 2024-10-04.docx,valid
DakotaSmith,GT,2024-10-11,DakotaSmith GT 2024-10-11.docx,valid
DakotaSmith,GT,2024-10-12,DakotaSmith GT 2024-10-12.docx,valid
DakotaSmith,GT,2024-10-20,DakotaSmith GT 2024-10-20.docx,valid
DakotaSmith,GT,2024-10-19,DakotaSmith GT 2024-10-19.docx,valid
DakotaSmith,GT,2024-10-22,DakotaSmith GT 2024-10-22.docx,valid
DakotaSmith,GT,2024-10-27,DakotaSmith GT 2024-10-27.docx,valid
DakotaSmith,GT,2024-11-03,DakotaSmith GT 2024-11-03.docx,valid
DakotaSmith,GT,2024-10-28,DakotaSmith GT 2024-10-28.docx,valid
DakotaSmith,GT,2024-11-06,DakotaSmith GT 2024-11-06.docx,valid
DakotaSmith,GT,2024-11-10,DakotaSmith GT 2024-11-10.docx,valid
DakotaSmith,GT,2024-11-16,DakotaSmith GT 2024-11-16.docx,valid
DakotaSmith,GT,2024-11-13,DakotaSmith GT 2024-11-13.docx,valid
DakotaSmith,GT,2024-11-22,DakotaSmith GT 2024-11-22.docx,valid
DakotaSmith,GT,2024-11-23,DakotaSmith GT 2024-11-23.docx,valid
DakotaSmith,GT,2024-11-27,DakotaSmith GT 2024-11-27.docx,valid
DakotaSmith,GT,2024-11-28,DakotaSmith GT 2024-11-28.docx,valid
DakotaSmith,GT,2024-12-03,DakotaSmith GT 2024-12-03.docx,valid
DakotaSmith,GT,2024-12-04,DakotaSmith GT 2024-12-04.docx,valid
DakotaSmith,GT,2024-12-10,DakotaSmith GT 2024-12-10.docx,valid
DakotaSmith,GT,2024-12-13,DakotaSmith GT 2024-12-13.docx,valid
DakotaSmith,GT,2024-12-21,DakotaSmith GT 2024-12-21.docx,valid
DakotaSmith,GT,2024-12-17,DakotaSmith GT 2024-12-17.docx,valid
DakotaSmith,GT,2024-12-29,DakotaSmith GT 2024-12-29.docx,valid
DakotaSmith,GT,2024-12-23,DakotaSmith GT 2024-12-23.docx,valid
DakotaSmith,GT,2025-01-02,DakotaSmith GT 2025-01-02.docx,valid
DakotaSmith,GT,2024-12-31,DakotaSmith GT 2024-12-31.docx,valid
EmersonHarris,GT,2024-03-06,EmersonHarris GT 2024-03-06.docx,valid
EmersonHarris,GT,2024-03-05,EmersonHarris GT 2024-03-05.docx,valid
EmersonHarris,GT,2024-03-01,EmersonHarris GT 2024-03-01.docx,valid
EmersonHarris,GT,2024-03-13,EmersonHarris GT 2024-03-13.docx,valid
EmersonHarris,GT,2024-03-09,EmersonHarris GT 2024-03-09.docx,valid
EmersonHarris,GT,2024-03-11,EmersonHarris GT 2024-03-11.docx,valid
EmersonHarris,GT,2024-03-21,EmersonHarris GT 2024-03-21.docx,valid
EmersonHarris,GT,2024-03-15,EmersonHarris GT 2024-03-15.docx,valid
EmersonHarris,GT,2024-03-16,EmersonHarris GT 2024-03-16.docx,valid
EmersonHarris,GT,2024-03-22,EmersonHarris GT 2024-03-22.docx,valid
EmersonHarris,GT,2024-03-25,EmersonHarris GT 2024-03-25.docx,valid
EmersonHarris,GT,2024-03-27,EmersonHarris GT 2024-03-27.docx,valid
EmersonHarris,GT,2024-04-03,EmersonHarris GT 2024-04-03.docx,valid
EmersonHarris,GT,2024-03-30,EmersonHarris GT 2024-03-30.pdf,misnamed
EmersonHarris,GT,2024-03-29,EmersonHarris GT 2024-03-29.docx,valid
EmersonHarris,GT,2024-04-10,EmersonHarris GT 2024-04-10.docx,valid
EmersonHarris,GT,2024-04-11,EmersonHarris GT 2024-04-11.docx,valid
EmersonHarris,GT,2024-04-09,EmersonHarris GT 2024-04-09.docx,valid
EmersonHarris,GT,2024-04-16,EmersonHarris GT 2024-04-16.docx,valid
EmersonHarris,GT,2024-04-17,EmersonHarris GT 2024-04-17.docx,valid
EmersonHarris,GT,2024-04-18,EmersonHarris GT 2024-04-18.docx,valid
EmersonHarris,GT,2024-04-24,EmersonHarris GT 2024-04-24.docx,valid
EmersonHarris,GT,2024-04-22,EmersonHarris GT 2024-04-22.docx,valid
EmersonHarris,GT,2024-04-25,EmersonHarris GT 2024-04-25.docx,valid
EmersonHarris,GT,2024-04-28,EmersonHarris GT 2024-04-28.docx,valid
EmersonHarris,GT,2024-04-26,EmersonHarris GT 2024-04-26.docx,valid
EmersonHarris,GT,2024-04-29,EmersonHarris GT 2024-04-29.docx,valid
EmersonHarris,GT,2024-05-05,EmersonHarris GT 2024-05-05.pdf,misnamed
EmersonHarris,GT,2024-05-09,EmersonHarris GT 2024-05-09.docx,valid
EmersonHarris,GT,2024-05-04,EmersonHarris GT 2024-05-04.docx,valid
EmersonHarris,GT,2024-05-11,EmersonHarris GT 2024-05-11.docx,valid
EmersonHarris,GT,2024-05-13,EmersonHarris GT 2024-05-13.docx,valid
EmersonHarris,GT,2024-05-15,EmersonHarris GT 2024-05-15.docx,valid
EmersonHarris,GT,2024-05-19,EmersonHarris GT 2024-05-19.docx,valid
EmersonHarris,GT,2024-05-23,EmersonHarris GT 2024-05-23.docx,valid
EmersonHarris,GT,2024-05-21,EmersonHarris GT 2024-05-21.docx,valid
EmersonHarris,GT,2024-05-26,EmersonHarris GT 2024-05-26.docx,valid
EmersonHarris,GT,2024-05-25,EmersonHarris GT 2024-05-25.docx,valid
EmersonHarris,GT,2024-05-29,EmersonHarris GT 2024-05-29.docx,valid
EmersonHarris,GT,2024-06-01,EmersonHarris GT 2024-06-01.docx,valid
EmersonHarris,GT,2024-06-04,EmersonHarris GT 2024-06-04.docx,valid
EmersonHarris,GT,2024-06-03,EmersonHarris GT 2024-06-03.docx,valid
EmersonHarris,GT,2024-06-11,EmersonHarris GT 2024-06-11.docx,valid
EmersonHarris,GT,2024-06-13,,skipped
EmersonHarris,GT,2024-06-07,EmersonHarris GT 2024-06-07.pdf,misnamed
EmersonHarris,GT,2024-06-15,EmersonHarris GT 2024-06-15.docx,valid
EmersonHarris,GT,2024-06-17,EmersonHarris GT 2024-06-17.docx,valid
EmersonHarris,GT,2024-06-18,EmersonHarris GT 2024-06-18.docx,valid
EmersonHarris,GT,2024-06-27,EmersonHarris GT 2024-06-27.docx,valid
EmersonHarris,GT,2024-06-25,EmersonHarris GT 2024-06-25.docx,valid
EmersonHarris,GT,2024-06-21,EmersonHarris GT 2024-06-21.docx,valid
EmersonHarris,GT,2024-07-02,EmersonHarris GT 2024-07-02.docx,valid
EmersonHarris,GT,2024-06-29,EmersonHarris GT 2024-06-29.pdf,misnamed
EmersonHarris,GT,2024-07-04,EmersonHarris GT 2024-07-04.docx,valid
EmersonHarris,GT,2024-07-08,EmersonHarris GT 2024-07-08.docx,valid
EmersonHarris,GT,2024-07-07,EmersonHarris GT 2024-07-07.docx,valid
EmersonHarris,GT,2024-07-10,EmersonHarris GT 2024-07-10.docx,valid
EmersonHarris,GT,2024-07-16,EmersonHarris GT 2024-07-16.docx,valid
EmersonHarris,GT,2024-07-13,EmersonHarris GT 2024-07-13.docx,valid
EmersonHarris,GT,2024-07-18,EmersonHarris GT 2024-07-18.docx,valid
EmersonHarris,GT,2024-07-19,EmersonHarris GT 2024-07-19.docx,valid
EmersonHarris,GT,2024-07-21,EmersonHarris GT 2024-07-21.docx,valid
EmersonHarris,GT,2024-07-24,EmersonHarris GT 2024-07-24.docx,valid
EmersonHarris,GT,2024-07-28,EmersonHarris GT 2024-07-28.docx,valid
EmersonHarris,GT,2024-07-26,EmersonHarris GT 2024-07-26.docx,valid
EmersonHarris,GT,2024-07-30,EmersonHarris GT 2024-07-30.docx,valid
EmersonHarris,GT,2024-08-03,EmersonHarris GT 2024-08-03.docx,valid
EmersonHarris,GT,2024-08-05,EmersonHarris GT 2024-08-05.docx,valid
EmersonHarris,GT,2024-08-06,EmersonHarris GT 2024-08-06.docx,valid
EmersonHarris,GT,2024-08-15,EmersonHarris GT 2024-08-15.docx,valid
EmersonHarris,GT,2024-08-10,EmersonHarris GT 2024-08-10.docx,valid
EmersonHarris,GT,2024-08-14,EmersonHarris GT 2024-08-14.docx,valid
EmersonHarris,GT,2024-08-18,EmersonHarris GT 2024-08-18.docx,valid
EmersonHarris,GT,2024-08-19,,skipped
EmersonHarris,GT,2024-08-22,EmersonHarris GT 2024-08-22.docx,valid
EmersonHarris,GT,2024-08-25,EmersonHarris GT 2024-08-25.docx,valid
EmersonHarris,GT,2024-08-29,EmersonHarris GT 2024-08-29.docx,valid
EmersonHarris,GT,2024-08-24,EmersonHarris GT 2024-08-24.docx,valid
EmersonHarris,GT,2024-09-04,EmersonHarris GT 2024-09-04.docx,valid
EmersonHarris,GT,2024-09-02,EmersonHarris GT 2024-09-02.docx,valid
